1,Sitetime,Stream,code,Month,year,Stream#,Date,Fire,Rip M-H burn,Rip burn,Basin M-H burn,Basin burn,burn debris,BurnDfRef,trout,Burntrtref,Burn trout,Burn trout  w all,yrs code,StreamDried,NEW Gage,SAN JOSE DISCHARGE,SAN JOSEAvg Daily Disch,SAN JOSE Max disch,DOSD Nr nrst gage,Avg Daily Disch  Nr nrst gage,Max disch  Nr nrst gage,Cumulative Junes dry,Preceding Yr Dry  Duration (ys),Time since dry,Elevation,Latitude,Longitude,yrs since burned,yrs since Disturbance,avg % canopy cover,Max Depth,Avg Max depth,Avg Sed. Depth, temp,DO,FLOW,Conductivity,Leaf CPOM wet wt,Algae CPOM wet wt,Nitella aquatic veg CPOM wet wt,Total inverts,Total non-insects,Total insects,Total amphibians,Turbellaria,Mollusks ,Crustacea,Ephemerop,Plecoptera,Trichoptera,EPT,Odonata,Coleoptera,Hemiptera,OCH,Megaloptera ,Diptera,Sensitive,Medium,Tolerant,Coll-gath,Coll-filt,Filter-lent,Grazer,Predator,Piercer,Shredder,Semi,Uni,Multi,Fast seas,Non-seas,small,medium,large,Cold steno,Cool/warm eury,Warm eury,Pool,Mixed,Riffle,No wings,Weak flght,Strong flght,Rare drift,Occ-com drift,Abund drift,Cut resp,Gills,Atmospheric,Taxa richness,Pielou's J,rarified # taxa,Biotic index,Thermal index,NMS1,NMS2,NMS3,NMS1 13-20,NMS2 13-20,NMS3 13-20,pH,CPOM PH,CPOM PS,FPOM PH,FPOM PS,PH  AFDM(Org),PH Inorg Sed.,PS  AFDM(Org),PS Inorg Sed.,Pool Soft Chl a,Pool Hard Chl a,Av Curr vel  PH,Av Curr vel  PS,Av Depth  PH,Av Depth  PS,Clad PH,Clad PS,Macro PH,Macro PS,,,,,
90,20126ral,Rattlesnake lower,ral,6,2012,21,6/21/12,Jesusita,0.00,1.00,0.58,0.64,1,1,0,10,10,5,2,1,RS02,0.0057,0.0132,0.2642,0.0007,0.0059,0.0363,0,0,,373,34.464474,-119.687972,2.86,2.86,95.9,1.0,0.69,0.06,14.9,8.74,,320,,,,645,14,631,0,1,13,0,138,0,343,481,65,14,70,149,0,1,404,93,148,118,0,0,43,164,4,316,4,537,104,294,351,73,504,68,309,333,3,234,17,394,14,552,79,171,451,23,29,528,88,19,0.62,11.5,2.1555,15.9656,0.75214,0.1465,0.25347,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,20136ral,Rattlesnake lower,ral,6,2013,21,6/6/13,Jesusita,0.00,1.00,0.58,0.64,1,1,0,10,10,5,2,1,RS02,0.0017,0.0124,0.2206,0.0005,0.0039,0.0147,0,0,,373,34.464474,-119.687972,3.86,3.86,93.5,0.85,0.63,0.05,16.1,6.52,7,766,137,0,0,838,20,818,16,2,18,0,38,0,341,379,262,18,159,439,0,0,362,68,408,33,0,0,45,437,10,329,38,626,174,445,393,41,530,267,331,502,5,464,31,359,20,605,213,457,381,0,14,635,189,16,0.62,9.8,2.7867,15.9618,0.40478,0.43172,0.2843,0.65526,0.43921,0.17526,,,,,,,,,,,,,,,,,,,,,,,,
131,20146ral,Rattlesnake lower,ral,6,2014,21,6/19/14,Jesusita,0.00,1.00,0.58,0.64,1,1,0,10,10,5,3,1,RS02,0.0017,0.0065,0.3993,0.0000,0.0021,0.2040,0,0,,373,34.464474,-119.687972,4.86,4.86,96.1,0.70,0.53,0.074,16.5,2.06,7,867,330,0,0,312,13,299,4,4,9,0,14,0,72,86,87,5,114,206,0,7,85,33,193,14,0,7,11,208,4,72,27,157,127,206,105,21,204,86,72,236,3,223,14,79,13,153,146,223,89,0,4,173,135,15,0.67,10.3,2.5808,15.9450,0.29173,0.64927,0.1788,0.73683,0.39479,0.032,,,,,,,,,,,,,,,,,,,,,,,,
146,20156ral,Rattlesnake lower,ral,6,2015,21,6/30/15,Jesusita,0.00,1.00,0.58,0.64,1,1,0,10,10,5,3,1,RS02,0.0011,0.0121,1.7528,0.0000,0.0004,0.0252,0,0,,373,34.464474,-119.687972,5.94,5.94,94.9,0.68,0.52,0.05,19,4,1,1031,69,19,0,595,9,586,20,5,4,0,12,0,323,335,114,18,101,233,16,2,142,227,225,13,0,1,22,241,16,322,14,471,109,222,372,26,450,118,135,452,7,449,21,145,9,454,132,431,164,0,6,464,125,21,0.65,10.7,3.2143,15.7390,0.28731,0.49459,-0.16572,0.62461,0.06982,0.23381,,,,,,,,,,,,,,,,,,,,,,,,
161,20166ral,Rattlesnake lower,ral,6,2016,21,7/9/16,Jesusita,0.00,1.00,0.58,0.64,1,1,0,10,10,5,3,1,RS02,0.0000,0.0110,0.6938,0.0000,0.0001,0.0059,1,0.34,0.46,373,34.464474,-119.687972,6.94,6.94,95.3,0.50,0.41,0.03,17,2.8,3.6,1023,310,0,0,486,102,384,4,3,99,0,11,0,121,132,115,28,75,218,4,30,120,53,309,13,0,30,102,218,6,121,33,277,172,314,168,152,210,120,113,357,12,253,110,127,102,268,116,359,127,0,3,251,232,21,0.72,12.9,4.0665,17.3502,0.12405,0.52127,0.21611,0.51026,0.39358,0.07275,,,,,,,,,,,,,,,,,,,,,,,,
178,20176ral,Rattlesnake lower,ral,6,2017,21,6/16/17,Jesusita,0.00,1.00,0.58,0.64,1,1,0,10,10,5,3,1,RS02,0.0071,0.1251,12.0346,0.0015,0.0153,1.4943,0,0,1.46,373,34.464474,-119.687972,7.94,7.94,80.7,0.76,0.61,0.06,18,7,8,782,47,2,0,424,24,400,21,0,24,0,206,1,0,207,63,16,112,191,2,0,177,18,229,206,0,0,37,200,1,1,11,238,175,408,16,73,287,64,5,408,11,403,34,8,24,270,130,249,169,6,1,271,152,20,0.63,11.4,2.2702,15.8112,-0.15573,0.35809,0.55193,0.30231,0.6755,0.0017,,,,,,,,,,,,,,,,,,,,,,,,
198,20186ral,Rattlesnake lower,ral,6,2018,21,6/11/18,Jesusita,0.00,1.00,0.58,0.64,1,1,0,10,10,5,3,1,RS02,0.0008,0.0103,1.2148,0.0000,0.0028,0.3333,0,0,2.46,373,34.464474,-119.687972,8.94,8.94,87,0.75,0.58,0.04,16,7,7,840,66,11,0,403,2,401,11,0,2,0,22,0,11,33,172,14,173,359,6,3,29,20,352,23,1,1,11,364,3,11,15,208,178,364,37,16,211,174,14,378,9,386,12,16,2,204,197,367,34,2,1,211,191,23,0.50,11.0,3.9268,16.4308,-0.17448,0.91094,0.35404,0.56175,0.54431,-0.46,,,,,,,,,,,,,,,,,,,,,,,,
216,20206ral,Rattlesnake lower,ral,6,2020,21,6/17/20,Jesusita,0.00,1.00,0.58,0.64,1,1,0,10,10,5,4,1,RS02,0.0020,0.0351,2.0954,0.0005,0.0064,0.3734,0,0,4.46,373,34.464474,-119.687972,10.94,10.94,90,0.72,0.55,0.099,15.3,8,7,628,45,0,0,461,1,460,14,1,0,0,78,0,227,305,94,3,48,145,8,2,282,57,122,76,3,0,13,160,0,223,20,374,67,202,259,23,344,94,221,226,14,227,8,240,1,390,70,157,289,15,6,405,50,26,0.59,12.7,2.3016,15.9068,0.57182,0.15585,0.22735,0.63987,0.28713,0.55353,,,,,,,,,,,,,,,,,,,,,,,,
31,20096rau,Rattlesnake upper,rau,6,2009,20,6/17/09,Jesusita,0.00,0.60,0.50,0.56,1,1,1,11,11,4,1,1,RS02,0.0014,0.0204,0.5267,0.0100,0.0134,0.1337,0,0,,476,34.470763,-119.688856,0.08,0.08,96.6,0.9,0.752,,14.3,8.45,,688,,,,515,6,509,0,0,6,0,31,0,376,407,99,3,0,102,0,0,468,35,12,31,0,0,9,99,0,376,78,430,7,46,469,10,411,94,438,72,5,52,85,378,6,421,88,115,399,1,0,509,6,11,0.45,7.7,0.8735,15.7952,1.29797,0.06037,0.15726,,,,7.67,1.7,35.0,1.4,15.3,2.220,4.710,8.770,17.648,27.00,18.58,0.00,0.01,0.49,0.55,0.0,0.0,0.0,0.0,,,,,
57,20106rau,Rattlesnake upper,rau,6,2010,20,6/19/10,Jesusita,0.00,0.60,0.50,0.56,1,1,0,10,10,5,1,1,RS02,0.0102,0.0781,2.6051,0.0068,0.1084,5.0121,0,0,,476,34.470763,-119.688856,0.86,0.86,95.4,0.3,0.24,0.31,14.7,9.75,,526,,,,132,1,131,2,1,0,0,82,6,1,89,7,8,1,16,0,26,36,79,17,82,16,7,0,22,0,7,16,40,75,117,15,91,33,8,9,116,6,43,14,77,1,103,28,30,31,71,24,90,18,18,0.69,14.8,1.8531,16.7337,0.28337,-1.17361,0.84075,,,,8.38,2.06,2.42,0.33,0.71,0.132,0.365,2.815,32.827,8.23,0.81,0.116,0.106,0.08,0.09,0.0,0.0,0.0,0.0,,,,,
72,20116rau,Rattlesnake upper,rau,6,2011,20,6/25/11,Jesusita,0.00,0.60,0.50,0.56,1,1,0,10,10,5,2,1,RS02,0.0125,0.2040,17.2166,0.0179,0.0611,1.5659,0,0,,476,34.470763,-119.688856,1.86,1.86,95.8,0.9,0.67,0.06,15.1,10.27,,550,,,,491,8,483,3,2,6,0,53,1,334,388,78,5,7,90,0,5,371,28,91,54,1,0,9,95,0,334,1,459,31,153,338,32,380,79,337,153,1,127,7,359,8,473,10,100,374,17,6,468,17,18,0.41,8.0,1.5464,15.7618,0.82564,0.12416,0.46049,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,20126rau,Rattlesnake upper,rau,6,2012,20,7/3/12,Jesusita,0.00,0.60,0.50,0.56,1,1,0,10,10,5,2,1,RS02,0.0028,0.0128,0.2642,0.0011,0.0057,0.0363,0,0,,476,34.470763,-119.688856,2.86,2.86,97.3,0.7,0.56,0.05,15.5,8.99,,688,,,,839,59,780,3,0,59,0,28,0,556,584,99,8,86,193,0,3,591,21,227,28,2,0,64,190,3,555,14,676,149,258,581,71,672,96,565,271,3,197,76,569,59,671,109,253,582,4,4,686,149,19,0.43,8.1,1.7446,16.0803,0.75033,0.36151,0.32861,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,20136rau,Rattlesnake upper,rau,6,2013,20,6/6/13,Jesusita,0.00,0.60,0.50,0.56,1,1,0,10,10,5,2,1,RS02,0.0017,0.0124,0.2206,0.0005,0.0039,0.0147,0,0,,476,34.470763,-119.688856,3.86,3.86,96.6,0.63,0.51,0.06,15,7.95,7,713,232,0,0,1142,1,1141,2,1,0,0,18,0,739,757,196,9,179,384,0,0,760,35,347,18,0,0,10,377,0,739,20,944,178,374,768,10,937,195,744,390,8,381,8,755,1,937,204,385,757,0,1,961,180,14,0.43,6.1,1.9556,15.7349,0.70833,0.47315,0.34266,0.89239,0.51025,0.43363,,,,,,,,,,,,,,,,,,,,,,,,
179,20176rau,Rattlesnake upper,rau,6,2017,20,6/16/17,Jesusita,0.00,0.60,0.50,0.56,1,1,0,10,10,5,3,1,RS02,0.0071,0.1251,12.0346,0.0015,0.0153,1.4943,0,0,,476,34.470763,-119.688856,7.94,7.94,95.1,0.90,0.68,0.08,16,9,8,693,70,182,0,775,28,747,62,8,20,0,24,0,390,414,264,7,55,326,5,2,405,36,334,24,2,0,70,349,2,390,15,672,88,362,413,31,479,265,388,381,6,414,25,398,28,671,76,354,418,3,10,683,82,20,0.54,9.6,2.9149,15.8447,0.3514,0.30714,0.44654,0.49927,0.53334,0.28028,,,,,,,,,,,,,,,,,,,,,,,,
199,20186rau,Rattlesnake upper,rau,6,2018,20,6/11/18,Jesusita,0.00,0.60,0.50,0.56,1,1,0,10,10,5,3,1,RS02,0.0008,0.0103,1.2148,0.0000,0.0028,0.3333,0,0,,476,34.470763,-119.688856,8.94,8.94,95,0.75,0.60,0.088,16,8,7.6,787,65,2,0,316,30,286,8,2,28,0,6,0,7,13,195,2,76,273,0,0,15,15,286,6,0,0,33,278,0,7,15,194,107,291,25,29,93,194,10,302,4,280,34,10,30,194,92,302,14,0,2,208,106,14,0.54,8.8,3.5676,18.1848,-0.25472,0.95276,0.35342,0.53021,0.58103,-0.48711,,,,,,,,,,,,,,,,,,,,,,,,
32,20096ref,Refugio,ref,6,2009,6,6/21/09,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0034,0.0202,0.5267,0.0004,0.0051,0.1461,0,0,,126,34.506218,-120.064933,53.75,53.75,94.6,0.5,0.396,,17.6,8.37,,741,,,,750,43,707,4,1,42,0,35,0,111,146,43,202,228,473,88,0,67,372,311,29,0,0,101,512,3,109,4,478,268,542,208,250,454,46,187,559,4,609,47,98,43,321,386,586,164,0,3,323,424,22,0.71,12.3,2.9490,17.0780,0.19427,0.82986,-0.36957,,,,8.34,2.4,11.6,0.9,6.9,0.974,3.916,5.630,34.321,20.96,10.18,0.01,0.00,0.16,0.17,0.0,0.0,0.0,0.0,,,,,
58,20106ref,Refugio,ref,6,2010,6,6/20/10,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0099,0.0778,2.6051,0.0003,0.0681,2.6950,0,0,,126,34.506218,-120.064933,54.53,54.53,87.2,0.7,0.43,0.06,17.2,10.80,,701,,,,655,14,641,102,0,14,0,163,0,88,251,70,146,154,370,16,4,133,285,237,164,4,0,113,392,0,84,5,385,265,544,111,260,324,71,211,441,3,574,15,168,14,333,308,409,152,94,6,335,314,23,0.77,13.9,3.7711,16.1837,-0.08398,-0.06794,0.39799,,,,8.48,1.36,3.78,0.39,2.20,1.376,3.507,4.331,40.926,23.75,23.66,0.046,0.038,0.12,0.25,30.8,14.6,30.8,15.2,,,,,
73,20116ref,Refugio,ref,6,2011,6,6/28/11,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0116,0.2019,17.2166,0.0071,0.1319,9.1355,0,0,,126,34.506218,-120.064933,55.53,55.53,92.6,0.7,0.44,0.03,17.8,9.9,,669,,,,394,2,392,1,0,2,0,95,0,112,207,37,45,100,182,2,1,121,133,139,87,1,0,14,183,0,110,2,226,165,277,116,117,238,38,135,257,1,222,2,171,2,248,144,202,128,64,2,247,145,22,0.71,12.6,2.5554,16.0820,0.50838,-0.30856,0.4837,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,20126ref,Refugio,ref,6,2012,6,6/28/12,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0034,0.0129,0.2642,0.0014,0.0028,0.0730,0,0,,126,34.506218,-120.064933,56.53,56.53,93.8,0.6,0.38,0.02,17.8,8.86,,704,,,,653,54,599,0,1,53,0,41,0,209,250,53,44,228,325,23,1,201,117,331,38,0,1,79,330,0,205,4,362,283,414,235,103,492,54,186,459,4,399,55,199,54,343,256,424,226,3,2,345,306,25,0.67,12.5,2.8956,16.4904,0.4299,0.44648,-0.0476,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,20136ref,Refugio,ref,6,2013,6,6/5/13,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0017,0.0125,0.2206,0.0001,0.0101,0.2632,0,0.19,0.67,126,34.506218,-120.064933,57.53,57.53,95.3,0.52,0.35,0.01,16.7,7.25,7,707,28,0,0,734,104,630,2,2,102,0,60,0,231,291,78,17,191,286,53,0,178,193,363,60,0,8,97,340,0,231,7,427,300,432,302,132,518,84,138,582,14,505,98,133,104,414,216,498,233,3,2,433,299,21,0.76,11.8,2.2343,17.0052,0.27738,0.41837,-0.18744,0.56036,-0.021,0.31653,,,,,,,,,,,,,,,,,,,,,,,,
132,20146ref,Refugio,ref,6,2014,6,6/29/14,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0011,0.0063,0.3993,0.0000,0.0044,0.5242,0,0.19,0.71,126,34.506218,-120.064933,58.53,58.53,96.1,0.42,0.23,0.04,18.9,5.95,2,856,60,0,0,888,157,731,0,5,152,0,74,0,285,359,80,24,216,320,42,10,113,319,455,74,0,56,112,361,0,285,29,494,364,510,377,225,582,80,89,776,22,687,106,95,157,475,256,728,160,0,5,534,349,20,0.73,12.0,3.9417,17.6331,0.11778,0.52037,-0.36663,0.54322,-0.23809,0.09266,,,,,,,,,,,,,,,,,,,,,,,,
147,20156ref,Refugio,ref,6,2015,6,7/1/15,,0.00,0.00,0.00,0.00,,,,,,,,0,HO00,0.0014,0.0120,1.7528,0.0001,0.0014,0.1879,1,0.25,0,126,34.506218,-120.064933,59.53,59.53,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,20166ref,Refugio,ref,6,2016,6,7/13/16,,0.00,0.00,0.00,0.00,,,,,,,,0,HO00,0.0000,0.0109,0.6938,0.0001,0.0046,0.9438,2,0.38,0,126,34.506218,-120.064933,0.00,0.00,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,20176ref,Refugio,ref,6,2017,6,6/17/17,Sherpa,0.00,0.67,0.17,0.26,2,4,0,40,20,6,1,1,Refugio,0.0074,0.1246,12.0346,0.6029,1.7515,43.2381,0,0.52,0.5,126,34.506218,-120.064933,1.08,1.08,47.7,0.77,0.59,0.068,22,6,8,937,5,2600,0,17549,19,17530,90,0,19,0,17013,0,1,17014,89,365,30,484,3.75,28.75,1,359,17135,17013.75,3.75,25,74,521,0,1,5,428,17063,17483,12.5,17365,37.5,92.5,304,17158,34,17564,24,51,18.75,17130,400,17498,4,48,3.75,17106,439,24,0.07,3.3,8.5865,19.8839,-1.10647,-0.67626,-1.19644,-1.12433,-1.22256,-0.32287,,,,,,,,,,,,,,,,,,,,,,,,
200,20186ref,Refugio,ref,6,2018,6,6/10/18,Sherpa,0.00,0.67,0.17,0.26,2,4,0,40,20,6,1,1,Refugio,0.0006,0.0103,1.2148,0.0011,0.2656,1.4936,0,0,1.5,126,34.506218,-120.064933,2.08,2.08,52,0.67,0.50,0.042,21,6,5,947,4,291,0,1156,320,836,32,0,320,0,457,0,4,461,150,78,145,373,2,0,1,64,1071,457,2,0,351,372,5,1,4,212,920,1112,24,837,154,145,54,1073,9,854,328,6,320,599,237,1150,5,1,1,612,543,26,0.54,9.2,5.0175,19.5243,-0.88477,0.15335,-0.37514,-0.52046,-0.2096,-0.3192,,,,,,,,,,,,,,,,,,,,,,,,
217,20206ref,Refugio,ref,6,2020,6,6/14/20,Sherpa,0.00,0.67,0.17,0.26,2,4,0,40,20,6,2,1,HO00,0.0040,0.0355,2.0954,0.0328,0.0545,1.4743,0,0,3.5,126,34.506218,-120.064933,4.08,4.08,59,0.72,0.51,0.04,15.9,11,7,685,27,106,0,1907,137,1770,208,0,137,0,977,0,178,1155,119,374,113,606,1,8,43,604,816,981.3,1,0,350,576,29,178,6,679,1192,1239,224,1444,310,123,334,1416,127,1375,585,155,137,1284,486,1746,47,114,1,1277,629,31,0.71,14.1,4.6422,19.9388,-0.73212,-0.3105,-0.35681,-0.62078,-0.28812,0.2765,,,,,,,,,,,,,,,,,,,,,,,,
33,20096rom,Romero,rom,6,2009,25,6/15/09,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0125,0.0205,0.5267,0.0109,0.0134,0.1337,0,0,,360,34.458571,-119.591069,37.67,37.67,96.6,0.5,0.366,,14.3,9.06,,657,,,,993,12,981,1,12,0,0,76,1,282,359,530,40,50,620,0,2,695,220,73,54,1,0,25,628,4,282,407,515,66,186,802,62,459,467,673,247,68,189,443,362,12,443,538,650,337,6,15,887,91,27,0.60,13.1,1.3286,16.5974,1.11929,0.34695,-0.04888,,,,8.23,4.5,13.3,1.6,9.3,0.974,2.165,6.929,30.748,43.14,5.45,0.03,0.00,0.13,0.26,0.0,0.0,0.0,0.0,,,,,
59,20106rom,Romero,rom,6,2010,25,6/16/10,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0110,0.0789,2.6051,0.0217,0.0429,2.6051,0,0,,360,34.458571,-119.591069,38.45,38.45,89.9,0.8,0.51,0.15,14.5,9.59,,651,,,,536,19,517,9,19,0,0,67,0,242,309,149,23,28,200,0,8,379,118,38,63,7,0,14,222,2,237,122,344,69,149,386,48,356,131,351,166,18,139,118,288,19,337,180,220,294,22,31,455,50,24,0.65,14.5,0.4906,15.8768,0.97688,0.03859,0.15317,,,,8.32,2.12,3.17,0.23,1.98,1.022,1.317,7.416,21.058,18.58,2.28,0.049,0.031,0.21,0.27,1.8,0.0,1.8,0.4,,,,,
74,20116rom,Romero,rom,6,2011,25,6/29/11,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0113,0.2012,17.2166,0.0171,0.0604,1.5659,0,0,,360,34.458571,-119.591069,39.45,39.45,96.2,0.8,0.61,0.15,14.8,10.36,,595,,,,884,4,880,1,4,0,0,187,4,646,837,30,4,6,40,0,3,766,103,14,186,2,0,5,49,0,643,9,802,72,210,673,68,803,12,681,183,19,150,46,689,4,867,13,44,778,62,14,861,9,22,0.36,8.2,0.8389,15.7855,1.24953,-0.12243,0.27285,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,20126rom,Romero,rom,6,2012,25,6/27/12,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0028,0.0130,0.2642,0.0010,0.0058,0.0363,0,0,,360,34.458571,-119.591069,40.45,40.45,96.8,0.9,0.61,0.05,16.1,8.76,,480,,,,583,64,519,5,64,0,0,44,0,308,352,124,5,36,165,0,2,304,203,74,36,1,0,15,231,0,304,35,429,118,187,395,30,471,81,288,250,44,157,27,403,64,435,84,205,360,18,69,473,41,23,0.65,13.3,2.0582,15.8814,0.8608,0.25887,0.01833,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,20136rom,Romero,rom,6,2013,25,6/10/13,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0017,0.0122,0.2206,0.0015,0.0039,0.0147,0,0,,360,34.458571,-119.591069,41.45,41.45,95.9,0.71,0.55,0.08,15.3,5.6,7,689,298,0,0,5252,4735,517,24,26,4709,0,65,0,92,157,260,8,91,359,0,1,149,182,4803,64,1,4591,147,387,2,84,65,4951,118,4895,239,4604,344,186,88,4964,82,4944,143,189,4735,358,159,5082,166,4,35,5118,99,24,0.75,13.1,6.4436,18.1568,0.24925,0.53332,0.30164,1.50773,-0.98124,-0.29452,,,,,,,,,,,,,,,,,,,,,,,,
133,20146rom,Romero,rom,6,2014,25,6/22/14,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0014,0.0064,0.3993,0.0000,0.0021,0.2040,0,0,,360,34.458571,-119.591069,42.45,42.45,94.9,0.74,0.54,0.06,16.1,2.82,7,778,63,68,0,1089,669,420,26,30,639,0,88,0,71,159,147,3,111,261,0,0,148,115,731,89,0,544,122,288,1,71,28,830,136,848,146,548,337,109,61,883,50,875,108,132,669,279,141,920,168,1,30,945,114,18,0.79,11.3,5.0569,17.6544,0.22151,0.51411,0.20914,1.17862,-0.27019,-0.08828,,,,,,,,,,,,,,,,,,,,,,,,
148,20156rom,Romero,rom,6,2015,25,7/6/15,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0011,0.0118,1.7528,0.0000,0.0004,0.0252,0,0,,360,34.458571,-119.591069,43.53,43.53,92.2,0.82,0.58,0.08,17,8,7,820,37,0,0,1236,728,508,16,31,697,0,48,0,181,229,163,2,113,278,0,1,164,201,833,48,0,659,57,308,1,179,76,979,143,910,288,662,400,136,114,1050,34,1033,78,141,728,318,190,1080,156,0,34,1086,116,18,0.80,11.1,4.7807,17.7137,0.37064,0.49643,-0.2474,1.12892,-0.49019,-0.00031,,,,,,,,,,,,,,,,,,,,,,,,
163,20166rom,Romero,rom,6,2016,25,7/16/16,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0000,0.0108,0.6938,0.0000,0.0001,0.0059,0,0,,360,34.458571,-119.591069,44.53,44.53,90.5,0.85,0.50,0.08,17,8,8,872,29,0,0,2833,2246,587,31,32,2214,0,24,0,298,322,150,3,111,264,0,1,228,206,2301,24,1,2116,130,293,2,298,52,2545,138,2354,381,2124,480,131,208,2488,39,2482,131,251,2246,421,166,2602,229,2,33,2687,113,18,0.77,11.5,4.6206,17.9538,0.41939,0.35715,-0.1343,1.27623,-0.83455,0.02699,,,,,,,,,,,,,,,,,,,,,,,,
181,20176rom,Romero,rom,6,2017,25,6/26/17,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0051,0.1207,12.0346,0.0012,0.0147,1.4943,0,0,,360,34.458571,-119.591069,45.53,45.53,90.7,0.88,0.65,0.07,18,9,7,832,37,34,0,562,23,539,19,18,5,0,56,4,223,283,196,7,52,255,0,1,270,87,204,56,0,5,21,274,0,225,32,446,83,282,279,29,358,174,227,305,29,287,16,278,23,454,85,269,278,15,24,478,60,23,0.65,12.8,2.0400,16.0523,0.44258,0.25965,0.31914,0.63361,0.38634,0.33579,,,,,,,,,,,,,,,,,,,,,,,,
