1,Sitetime,Stream,code,Month,year,Stream#,Date,Fire,Rip M-H burn,Rip burn,Basin M-H burn,Basin burn,burn debris,BurnDfRef,trout,Burntrtref,Burn trout,Burn trout  w all,yrs code,StreamDried,NEW Gage,SAN JOSE DISCHARGE,SAN JOSEAvg Daily Disch,SAN JOSE Max disch,DOSD Nr nrst gage,Avg Daily Disch  Nr nrst gage,Max disch  Nr nrst gage,Cumulative Junes dry,Preceding Yr Dry  Duration (ys),Time since dry,Elevation,Latitude,Longitude,yrs since burned,yrs since Disturbance,avg % canopy cover,Max Depth,Avg Max depth,Avg Sed. Depth, temp,DO,FLOW,Conductivity,Leaf CPOM wet wt,Algae CPOM wet wt,Nitella aquatic veg CPOM wet wt,Total inverts,Total non-insects,Total insects,Total amphibians,Turbellaria,Mollusks ,Crustacea,Ephemerop,Plecoptera,Trichoptera,EPT,Odonata,Coleoptera,Hemiptera,OCH,Megaloptera ,Diptera,Sensitive,Medium,Tolerant,Coll-gath,Coll-filt,Filter-lent,Grazer,Predator,Piercer,Shredder,Semi,Uni,Multi,Fast seas,Non-seas,small,medium,large,Cold steno,Cool/warm eury,Warm eury,Pool,Mixed,Riffle,No wings,Weak flght,Strong flght,Rare drift,Occ-com drift,Abund drift,Cut resp,Gills,Atmospheric,Taxa richness,Pielou's J,rarified # taxa,Biotic index,Thermal index,NMS1,NMS2,NMS3,NMS1 13-20,NMS2 13-20,NMS3 13-20,pH,CPOM PH,CPOM PS,FPOM PH,FPOM PS,PH  AFDM(Org),PH Inorg Sed.,PS  AFDM(Org),PS Inorg Sed.,Pool Soft Chl a,Pool Hard Chl a,Av Curr vel  PH,Av Curr vel  PS,Av Depth  PH,Av Depth  PS,Clad PH,Clad PS,Macro PH,Macro PS,,,,,
151,20156srl,San Roque lower,srl,6,2015,15,6/22/15,Jesusita,1.00,1.00,0.66,0.76,2,2,0,20,20,3,3,1,Mission ,0.0014,0.0124,1.7528,0.0006,0.0037,0.4106,2,0.25,0,139,34.457145,-119.729014,5.94,5.94,83.1,0.64,0.40,0.10,20,2,1,3087,200,0,2,556.5,240.5,316,128,2,239,0,46,0,0,46,69.5,60.5,53,183,0,87,0,64,450,52,0,87,367,177,2,0,54,124,337,447,67.5,409.5,63.5,41,0,506,9,409,263,13,240.5,159,157,555,2,0,2,116,439,18,0.74,13.4,4.2725,19.3654,-1.12122,0.15121,0.35953,-0.70252,0.62916,-0.08845,,,,,,,,,,,,,,,,,,,,,,,,
166,20166srl,San Roque lower,srl,6,2016,15,7/15/16,Jesusita,1.00,1.00,0.66,0.76,,,,,,,,0,Mission ,0.0000,0.0108,0.6938,0.0006,0.0036,0.2860,3,0.38,0,139,34.457145,-119.729014,6.94,6.94,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,20176srl,San Roque lower,srl,6,2017,15,6/18/17,Jesusita,1.00,1.00,0.66,0.76,2,2,0,20,20,3,3,1,Mission ,0.0079,0.1242,12.0346,0.0028,0.0958,9.8542,0,0.52,0.5,139,34.457145,-119.729014,7.94,7.94,50.7,0.70,0.54,0.08,18,4,7,1869,44,2845,0,376,298,78,294,2,296,0,20,0,0,20,22,16,13,51,0,7,0,17,356,20,2,5,574,68,1,0,0,40,333,371,2,336,15,22,12,360,1,369,297,4,298,47,31,372,2,2,4,42,330,14,0.50,7.8,4.0435,19.4419,-1.16369,-0.00221,0.71397,-0.81958,0.92784,-0.10093,,,,,,,,,,,,,,,,,,,,,,,,
205,20186srl,San Roque lower,srl,6,2018,15,6/9/18,Jesusita,1.00,1.00,0.66,0.76,2,2,0,20,20,3,3,1,Mission ,0.0008,0.0103,1.2148,0.0006,0.0098,0.9231,0,0.08,0.46,139,34.457145,-119.729014,8.94,8.94,61,0.76,0.53,0.06,17,7,7,1734,221,2,0,568,309,259,284,0,305,4,1,0,0,1,245,7,2,254,0,4,0,5,557,5,0,4,589,254,0,0,2,252,308,560,2,315,2,245,3,559,0,541,311,0,309,250,9,564,0,4,0,250,318,10,0.53,4.5,5.9760,19.5000,-0.94495,0.46608,0.72871,-0.29931,0.97834,-0.35548,,,,,,,,,,,,,,,,,,,,,,,,
221,20206srl,San Roque lower,srl,6,2020,15,6/12/20,Jesusita,1.00,1.00,0.66,0.76,2,2,0,20,20,3,4,1,Mission ,0.0054,0.0358,2.0954,0.0008,0.0378,2.2483,0,0.17,0.54,139,34.457145,-119.729014,10.94,10.94,73,0.91,0.58,0.04,16.8,11,7,1112,32,685,0,330,79,251,652,0,79,0,17,0,3,20,189,16,23,228,0,3,6,19,304,17,4,0,731,220,8,2,5,207,118,313,16,111,30,189,10,320,0,886,88,8,79,203,48,318,7,5,3,209,118,15,0.41,6.8,4.4230,19.0934,-0.80834,0.26591,0.83159,-0.35061,0.98199,-0.08236,,,,,,,,,,,,,,,,,,,,,,,,
63,20106sru,San Roque upper,sru,6,2010,14,6/17/10,Jesusita,0.00,0.92,0.63,0.69,1,1,0,10,10,5,1,1,Mission ,0.0108,0.0786,2.6051,0.0065,0.1088,5.0120,0,0,,214,34.465553,-119.731284,0.86,0.86,94.9,1.0,0.48,0.21,18.1,9.38,,784,,,,267,1,266,87,1,0,0,177,0,2,179,59,12,10,81,5,1,123,72,72,177,0,0,88,88,0,1,6,82,179,253,14,180,28,59,12,253,2,302,0,52,1,239,27,202,17,48,2,243,22,17,0.67,10.8,2.6616,16.6650,-0.45229,-0.48907,0.57515,,,,8.17,1.72,2.40,0.49,0.94,0.682,3.248,2.582,21.340,23.59,11.35,0.098,0.026,0.17,0.33,59.4,35.0,59.4,35.0,,,,,
79,20116sru,San Roque upper,sru,6,2011,14,6/22/11,Jesusita,0.00,0.92,0.63,0.69,1,1,0,10,10,5,2,1,Mission ,0.0133,0.2062,17.2166,0.0215,0.2067,11.0435,0,0,,214,34.465553,-119.731284,1.86,1.86,94.7,1.0,0.63,0.09,19.3,8.8,,760,,,,207,1,206,130,1,0,0,44,0,31,75,103,5,23,131,0,0,35,45,127,44,0,0,129,129,4,31,4,136,67,168,39,48,56,103,23,184,0,277,4,56,1,175,31,150,25,32,1,178,28,14,0.64,9.2,2.3064,16.3474,-0.40259,0.04475,0.67991,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,20126sru,San Roque upper,sru,6,2012,14,6/22/12,Jesusita,0.00,0.92,0.63,0.69,1,1,0,10,10,5,2,1,Mission ,0.0048,0.0132,0.2642,0.0014,0.0072,0.1642,0,0,,214,34.465553,-119.731284,2.86,2.86,92.8,1.0,0.54,0.10,17.4,8.51,,823,,,,512,34,478,26,0,34,0,44,0,234,278,76,17,106,199,0,1,242,67,201,45,0,0,75,186,1,231,18,346,146,255,255,56,378,76,201,307,2,281,38,219,34,349,129,269,240,3,2,365,145,19,0.67,10.9,2.5558,16.1581,0.37751,0.24856,0.08658,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,20136sru,San Roque upper,sru,6,2013,14,6/7/13,Jesusita,0.00,0.92,0.63,0.69,1,1,0,10,10,5,2,1,Mission ,0.0014,0.0124,0.2206,0.0006,0.0030,0.0317,0,0,,214,34.465553,-119.731284,3.86,3.86,88.4,0.90,0.53,0.12,15.9,6.9,7,961,136,0,0,582,40,542,17,1,39,0,75,0,149,224,153,18,135,306,11,1,174,93,311,75,0,1,60,308,9,146,54,315,209,341,237,98,322,158,144,415,19,393,49,157,40,341,201,394,188,0,4,389,189,23,0.71,12.6,2.8664,16.5035,0.14694,0.325,0.08062,0.36648,0.17194,0.18146,,,,,,,,,,,,,,,,,,,,,,,,
137,20146sru,San Roque upper,sru,6,2014,14,6/20/14,Jesusita,0.00,0.92,0.63,0.69,1,1,0,10,10,5,3,1,Mission ,0.0017,0.0064,0.3993,0.0006,0.0046,0.6400,0,0,,214,34.465553,-119.731284,4.86,4.86,90.9,0.92,0.56,0.141,16.8,1.33,7,1065,162.5,157.5,0,386,9,378,20,1.25,8,0,100,0,12.5,112.5,97.5,16.25,101.25,215,12.5,37.5,19,58,305,100,0,38,28,218,11,13,29,156,196,312.5,68.75,142.5,142.5,96.25,1,376,4,379,24,4,8.75,231.25,146.25,358,28.75,0,1.25,223,163,18,0.77,12.6,4.6856,16.8955,-0.46631,0.41701,-0.25525,0.01597,-0.12152,-0.28975,,,,,,,,,,,,,,,,,,,,,,,,
152,20156sru,San Roque upper,sru,6,2015,14,7/2/15,Jesusita,0.00,0.92,0.63,0.69,1,1,0,10,10,5,3,1,Mission ,0.0014,0.0120,1.7528,0.0006,0.0036,0.4106,0,0,,214,34.465553,-119.731284,5.94,5.94,88.4,1.00,0.54,0.18,19,3,4.4,1196,220,179,0,319,51,268,62,2,49,0,62,0,0,62,73,9,34,116,7,83,0,18,284,62,0,82,112,117,8,0,9,149,144,278,24,199,42,61,0,301,1,319,58,4,51,203,65,310,9,0,2,142,175,17,0.81,11.9,4.9919,19.2102,-0.84409,0.30495,-0.06889,-0.37164,0.14786,-0.2553,,,,,,,,,,,,,,,,,,,,,,,,
167,20166sru,San Roque upper,sru,6,2016,14,7/15/16,Jesusita,0.00,0.92,0.63,0.69,1,1,0,10,10,5,3,1,Mission ,0.0000,0.0108,0.6938,0.0006,0.0036,0.2860,0,0,,214,34.465553,-119.731284,6.94,6.94,85.0,0.89,0.47,0.12,17,2.8,3,1200,157,40,0,360,49,311,130,0,49,0,170,0,10,180,42,7,30,79,0,52,11,20,323,172,0,51,180,77,0,10,14,95,245,326,28,273,42,39,9,341,4,425,50,15,49,260,51,349,11,0,0,222,138,20,0.63,10.6,3.7051,18.8540,-0.91146,-0.05647,-0.21977,-0.61991,-0.08644,-0.14003,,,,,,,,,,,,,,,,,,,,,,,,
187,20176sru,San Roque upper,sru,6,2017,14,6/18/17,Jesusita,0.00,0.92,0.63,0.69,1,1,0,10,10,5,3,1,Mission ,0.0079,0.1242,12.0346,0.0028,0.0958,9.8542,0,0,,214,34.465553,-119.731284,7.94,7.94,80.9,1.34,0.77,0.10,18,3,6.6,1061,46,77,0,233,85,148,174,0,85,0,29,0,2,31,43,12,59,114,3,0,18,16,197,29,0,0,229,147,0,2,3,63,165,223,8,116,72,43,12,219,0,319,86,2,85,74,74,220,13,0,0,77,156,15,0.70,10.6,2.1436,19.0411,-0.6887,0.19344,0.51108,-0.33289,0.67702,0.06107,,,,,,,,,,,,,,,,,,,,,,,,
206,20186sru,San Roque upper,sru,6,2018,14,6/9/18,Jesusita,0.00,0.92,0.63,0.69,1,1,0,10,10,5,3,1,Mission ,0.0008,0.0103,1.2148,0.0006,0.0098,0.9231,0,0,,214,34.465553,-119.731284,8.94,8.94,83,1.25,0.76,0.10,18,5,5,1021,545,116,0,565,363,202,48,0,363,0,37,0,0,37,65,18,81,164,0,1,36,13,513,37,0,1,406,157,12,0,10,107,445,540,22,380,117,65,2,560,0,235,377,1,363,94,108,528,36,1,0,102,463,14,0.53,8.0,1.3838,19.0888,-0.42001,0.54148,0.80132,0.06879,1.01742,0.01094,,,,,,,,,,,,,,,,,,,,,,,,
222,20206sru,San Roque upper,sru,6,2020,14,7/15/20,Jesusita,0.00,0.92,0.63,0.69,1,1,0,10,10,5,4,1,Mission ,0.0008,0.0318,2.0954,0.0000,0.0336,2.2483,0,0,,214,34.465553,-119.731284,10.94,10.94,92,1.12,0.58,0.212,16.5,5,5.6,878,80,1,0,245,32,213,28,0,32,0,34,0,29,63,106,10,33,149,1,0,34,50,159,34,0,0,61,148,1,29,23,137,83,179,64,58,79,106,17,217,9,217,36,20,32,156,57,208,37,0,0,170,75,18,0.77,13.1,2.0012,17.7169,-0.21729,0.38473,0.2143,0.22789,0.31482,-0.09042,,,,,,,,,,,,,,,,,,,,,,,,
37,20096sys,San Ysidro,sys,6,2009,24,6/15/09,,0.00,0.00,0.00,0.00,0,0,1,01,1,1,4,1,RS02,0.0125,0.0205,0.5267,0.0109,0.0134,0.1337,0,0,,199,34.452924,-119.621784,92.00,44.75,84.7,0.7,0.466,,15.5,8.92,,651,,,,374,8,366,2,0,8,0,19,0,149,168,111,84,0,195,0,3,176,176,15,20,0,0,28,178,1,148,43,314,11,86,282,92,240,36,223,73,72,97,40,238,8,263,103,214,160,0,1,287,86,22,0.67,14.1,1.4323,17.7751,1.18399,0.1548,-0.34442,,,,8.26,2.1,22.9,0.5,10.3,1.624,5.125,4.222,17.215,24.48,18.91,0.06,0.07,0.27,0.27,0.0,0.0,0.0,0.0,,,,,
64,20106sys,San Ysidro,sys,6,2010,24,6/16/10,,0.00,0.00,0.00,0.00,0,0,1,01,1,1,4,1,RS02,0.0110,0.0789,2.6051,0.0217,0.0429,2.6051,0,0,,199,34.452924,-119.621784,92.78,45.53,91.5,1.0,0.62,0.10,15.8,9.76,,629,,,,196,5,191,0,3,2,0,28,1,108,137,36,14,1,51,0,3,110,80,4,28,3,0,11,47,0,107,11,162,21,45,149,33,151,10,93,68,33,54,4,137,5,172,19,81,107,8,7,175,14,24,0.67,17.2,1.6051,17.1163,1.02059,-0.12181,-0.21497,,,,8.36,2.23,3.39,0.80,1.53,2.182,5.067,1.754,4.222,11.54,8.49,0.036,0.038,0.23,0.40,0.0,0.0,0.0,0.0,,,,,
81,20116sys,San Ysidro,sys,6,2011,24,6/29/11,,0.00,0.00,0.00,0.00,0,0,1,01,1,1,4,1,RS02,0.0113,0.2012,17.2166,0.0171,0.0604,1.5659,0,0,,199,34.452924,-119.621784,93.78,46.53,88.1,0.8,0.57,0.10,16.3,10.08,,583,,,,387,0,387,0,0,0,0,60,0,308,368,12,4,2,18,0,1,341,42,4,46,0,0,18,19,0,304,6,368,13,62,325,30,350,7,311,63,13,41,8,338,0,378,9,22,353,12,5,377,5,21,0.34,9.6,0.8035,15.8003,1.34189,-0.07963,0.24677,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,20126sys,San Ysidro,sys,6,2012,24,6/27/12,,0.00,0.00,0.00,0.00,0,0,1,01,1,1,4,1,RS02,0.0028,0.0130,0.2642,0.0010,0.0058,0.0363,0,0,,199,34.452924,-119.621784,94.78,47.53,93.4,0.7,0.51,0.12,18.7,8.7,,712,,,,342,12,330,0,0,12,0,25,0,267,292,33,3,1,37,0,1,257,69,15,20,0,0,25,34,0,263,15,308,18,43,298,26,296,19,233,88,20,67,17,258,12,313,17,90,252,0,4,324,14,15,0.50,10.4,0.7958,16.1949,1.13846,0.10559,-0.10927,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,20136sys,San Ysidro,sys,6,2013,24,6/10/13,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0017,0.0122,0.2206,0.0015,0.0039,0.0147,0,0,,199,34.452924,-119.621784,95.78,48.53,90.9,0.68,0.48,0.08,17.5,5.2,7,738,44,0,0,658,212,446,1,0,212,0,15,0,345,360,82,2,1,85,0,1,238,201,121,16,0,93,124,83,0,343,43,487,30,138,422,134,373,53,231,290,39,268,140,251,212,397,49,443,215,0,0,633,25,17,0.59,9.0,1.7575,17.2248,1.03636,0.16336,-0.42323,1.03743,-0.43057,0.88912,,,,,,,,,,,,,,,,,,,,,,,,
138,20146sys,San Ysidro,sys,6,2014,24,6/22/14,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0014,0.0064,0.3993,0.0000,0.0021,0.2040,0,0,,199,34.452924,-119.621784,96.78,49.53,95.8,0.98,0.49,0.11,16.4,3.06,7,844,27,0,0,259,92,167,9,0,92,0,5,0,84,89,74,1,2,77,0,1,69,59,103,5,0,52,51,76,0,84,25,193,13,109,122,66,100,65,64,154,13,147,46,75,92,138,29,193,66,0,0,243,16,15,0.78,10.9,2.2048,17.4204,0.49144,0.32921,-0.0045,0.90625,-0.09235,0.33958,,,,,,,,,,,,,,,,,,,,,,,,
153,20156sys,San Ysidro,sys,6,2015,24,7/6/15,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0011,0.0118,1.7528,0.0000,0.0004,0.0252,0,0,,199,34.452924,-119.621784,97.86,50.61,94.9,0.91,0.45,0.11,17,3,3.5,941,37,0,2,213,78,135,117,0,78,0,2,0,95,97,26,8,1,35,0,3,94,15,83,6,0,29,169,30,1,95,12,147,33,80,112,67,99,26,93,95,4,180,57,93,78,116,19,120,93,0,0,160,53,18,0.58,9.2,1.3005,16.9812,0.12395,-0.03508,0.7205,-0.00628,0.5708,0.71904,,,,,,,,,,,,,,,,,,,,,,,,
168,20166sys,San Ysidro,sys,6,2016,24,7/14/16,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0000,0.0108,0.6938,0.0000,0.0001,0.0059,0,0,,199,34.452924,-119.621784,98.86,51.61,94.2,0.84,0.45,0.02,17,1.7,3.6,1018,237,2,2,439,57,382,109,1,56,0,12,0,232,244,58,7,28,93,0,45,236,20,170,14,0,51,159,92,0,232,11,348,67,177,249,101,262,63,231,185,10,252,53,243,57,338,44,201,237,1,1,315,123,24,0.59,10.7,1.9207,16.3007,0.1937,0.03913,0.48092,0.08058,0.44238,0.57888,,,,,,,,,,,,,,,,,,,,,,,,
189,20176sys,San Ysidro,sys,6,2017,24,6/26/17,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,RS02,0.0051,0.1207,12.0346,0.0012,0.0147,1.4943,0,0,,199,34.452924,-119.621784,99.86,52.61,94.6,0.52,0.42,0.05,19,9,7,826,150,177,0,577,26,551,114,0,26,0,75,0,317,392,113,13,32,158,0,1,353,53,171,75,1,0,140,162,0,313,14,472,91,243,334,70,393,114,314,249,14,303,34,354,26,500,51,189,353,35,5,501,71,22,0.58,10.7,1.4104,16.1443,0.27142,-0.03438,0.41691,0.17708,0.4809,0.55945,,,,,,,,,,,,,,,,,,,,,,,,
208,20186sys,San Ysidro,sys,6,2018,24,6/19/18,Thomas,0.15,1.00,0.82,0.99,3,3,0,30,30,8,1,1,Carpinteria,0.0000,0.0100,1.2148,0.0057,0.0912,11.0436,0,0,,199,34.452924,-119.621784,0.50,0.50,18,0.51,0.40,0.01,22,9,8,793,185,4555,0,2553,0,2553,300,0,0,0,2329,0,1,2330,29,176,2,207,0,16,2,211,2304,2342,1,0,303,205,1,1,9,177,2330,2468,49,2478,10,29,134,2351,31,2772,8,73,0,2347,206,2492,2,59,1,2359,193,23,0.27,6.1,5.5829,18.9686,-1.21677,-0.66053,-0.73362,-1.24943,-0.70408,-0.2262,,,,,,,,,,,,,,,,,,,,,,,,
223,20206sys,San Ysidro,sys,6,2020,24,6/18/20,Thomas,0.15,1.00,0.82,0.99,3,3,0,30,30,8,2,1,Carpinteria,0.0011,0.0350,2.0954,0.0091,0.0477,3.1432,0,0,,199,34.452924,-119.621784,2.50,2.50,11,0.55,0.40,0.02,16.6,11,8,603,9,1075,0,579,0,579,101,0,0,0,520,0,0,520,20,24,4,48,0,11,0,544,32,522,9,0,101,48,0,0,2,44,530,552,24,552,1,23,19,57,500,155,0,525,0,523,56,59,0,520,9,540,30,14,0.39,7.3,2.5738,21.9643,-1.09302,-1.00511,0.91196,-1.4922,0.7516,0.64427,,,,,,,,,,,,,,,,,,,,,,,,
80,20116syc,Sycamore,syc,6,2011,22,6/23/11,Tea,0.00,0.00,0.47,0.69,1,1,0,10,10,2,2,1,RS02,0.0127,0.2054,17.2166,0.0177,0.0614,1.5659,0,0,,65,34.442444,-119.674701,2.36,2.36,84.2,0.9,0.59,0.11,18.3,9.46,,725,,,,420,21,399,56,7,14,0,254,0,23,277,76,19,27,122,0,0,92,192,136,254,0,0,70,119,11,22,7,114,299,379,41,285,58,77,13,350,57,271,27,178,21,348,51,243,17,160,8,352,60,20,0.77,14.0,1.7455,18.4159,-0.40675,-0.45743,0.42802,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,20126syc,Sycamore,syc,6,2012,22,6/26/12,Tea,0.00,0.00,0.47,0.69,1,1,0,10,10,2,2,1,RS02,0.0031,0.0130,0.2642,0.0007,0.0058,0.0363,0,0,,65,34.442444,-119.674701,3.36,3.36,85.3,0.8,0.63,0.10,18.6,8.67,,1077,,,,698,29,669,47,9,20,0,359,0,92,451,83,11,121,215,0,3,50,234,410,359,1,0,68,223,4,90,5,189,500,586,108,389,220,85,19,525,150,526,28,191,29,532,137,525,32,141,14,530,154,28,0.70,14.6,2.2446,20.4873,-0.49539,-0.08454,-0.3041,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,20136syc,Sycamore,syc,6,2013,22,6/3/13,Tea,0.00,0.00,0.47,0.69,1,1,0,10,10,2,2,1,RS02,0.0020,0.0125,0.2206,0.0006,0.0040,0.0147,0,0,,65,34.442444,-119.674701,4.36,4.36,86.6,0.66,0.46,0.05,16.6,8.02,7,485,54,0,0,478,103,375,110,32,71,0,40,0,2,42,120,15,193,328,0,5,5,71,397,40,0,4,182,352,7,3,34,116,323,427,46,121,227,125,3,457,13,460,81,47,103,139,236,440,36,2,32,163,283,22,0.66,11.0,3.7492,17.3477,-0.60685,0.51052,0.23753,-0.12482,0.48321,-0.13412,,,,,,,,,,,,,,,,,,,,,,,,
188,20176syc,Sycamore,syc,6,2017,22,6/30/17,Tea,0.00,0.00,0.47,0.69,1,1,0,10,10,2,3,1,RS02,0.0059,0.1190,12.0346,0.0013,0.0145,1.4943,0,0,,65,34.442444,-119.674701,8.44,8.44,87.6,0.70,0.51,0.054,17,8,6.2,2000,36,83,0,567,24,543,193,1,23,0,174,0,4,178,313,22,13,348,0,17,3,20,526,174,0,17,216,348,1,4,12,328,209,525,24,217,23,309,5,541,3,714,42,4,24,496,47,563,4,0,1,491,75,18,0.56,8.8,5.1866,18.8586,-0.95848,0.18628,0.08538,-0.43335,0.19475,-0.41078,,,,,,,,,,,,,,,,,,,,,,,,
207,20186syc,Sycamore,syc,6,2018,22,6/22/18,Tea,0.00,0.00,0.47,0.69,1,1,0,10,10,2,3,1,RS02,0.0000,0.0098,1.2148,0.0000,0.0027,0.3333,0,0,,65,34.442444,-119.674701,9.44,9.44,90,1.23,0.68,0.026,18,7,6.2,2011,28,2,0,651,91,560,79,2,87,2,22,0,5,27,306,65,57,428,0,105,4,41,566,24,0,105,167,409,22,3,34,413,164,548,63,237,69,305,2,606,3,575,150,5,91,407,153,642,7,2,4,333,314,20,0.66,10.8,4.2839,19.2149,-0.65517,0.65306,0.32624,0.04225,0.49711,-0.51423,,,,,,,,,,,,,,,,,,,,,,,,
139,20146taj,Tajiguas,taj,6,2014,5,6/25/14,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0014,0.0064,0.3993,0.0000,0.0045,0.5242,0,0,,108,34.500838,-120.094127,58.53,58.53,97.0,1.00,0.52,0.04,16.5,4.52,7,1159,50,0,0,613,30,583,29,5,25,0,56,0,20,76,289,16,170,475,2,30,17,40,552,56,0,27,54,471,14,20,11,355,243,557,52,112,209,288,6,597,6,590,39,13,30,386,197,589,24,0,8,368,237,21,0.60,11.5,2.7233,17.4811,-0.41206,0.73924,0.15277,0.25433,0.30334,-0.46538,,,,,,,,,,,,,,,,,,,,,,,,
154,20156taj,Tajiguas,taj,6,2015,5,7/17/15,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0017,0.0115,1.7528,0.0001,0.0013,0.1879,0,0,,108,34.500838,-120.094127,59.61,59.61,84.0,0.53,0.30,0.05,18,4,3.5,1255,46,0,2,608,169,439,20,28,134,7,42,0,25,67,38,22,193,253,2.5,116.7,18,54,526,49.2,0,138,131,267,18,26,4,226,368,538,59.2,305.8,259.2,32.5,13,580,5,450,135,43,169.2,220.0,219.2,553.3,48.3,6.7,29.2,138,442,28,0.67,14.6,1.3543,17.8534,-0.44151,0.90263,-0.28006,0.24978,-0.01944,-0.81432,,,,,,,,,,,,,,,,,,,,,,,,
169,20166taj,Tajiguas,taj,6,2016,5,8/25/16,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0000,0.0095,0.6938,0.0001,0.0040,0.9438,0,0,,108,34.500838,-120.094127,60.61,60.61,90.8,0.36,0.26,0.04,20,2.0,2,1309,77,13,2,1221,90,1131,7,56,34,0,215,0,2,217,21,29,20,70,1,843,0,71,1139,215,0,847,36,110,16,2,3,897,312,1179,33,1106,83,23,2,1204,6,1119,42,65,90,1078,53,1164,57,0,56,247,918,23,0.39,8.9,5.4421,15.0440,-0.92276,0.3119,-1.25407,-0.42184,-0.80977,-1.12944,,,,,,,,,,,,,,,,,,,,,,,,
190,20176taj,Tajiguas,taj,6,2017,5,6/28/17,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0051,0.1199,12.0346,0.0019,0.1554,6.3847,0,0,,108,34.500838,-120.094127,61.61,61.61,70.9,1.15,0.65,0.079,20,5,5.6,1274,57,1182,0,4005,53,3952,168,0,53,0,2997,0,0,2997,407,58,65,530,1,424,0,46,3945,2997,0,424,219,532,1,0,0,877,3114,3989,2,3518,66,407,43,3946,2,4118,53,2,53,3829,123,4004,1,0,0,3405,600,16,0.40,7.6,7.2760,19.5463,-1.03706,-0.17223,-0.78246,-0.70938,-0.67834,-0.43555,,,,,,,,,,,,,,,,,,,,,,,,
209,20186taj,Tajiguas,taj,6,2018,5,7/16/18,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0000,0.0090,1.2148,0.0002,0.0141,2.9625,0,0,,108,34.500838,-120.094127,62.61,62.61,72.3,1.09,0.45,0.037,22,3,2.6,1463,29,223,0,1215,56,1159,60,24,32,0,159,0,0,159,146,39,303,488,1,511,0,54,1156,159,0,510,94,496,16,0,6,695,509,1189,21,739,320,151,20,1179,11,1194,47,34,56,811,348,1189,26,0,24,306,885,23,0.59,10.3,2.9709,16.5672,-0.71983,0.69805,-0.34779,-0.08795,-0.0805,-0.78997,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,